Date,open data
5/23/2023,115.1250837536724
5/24/2023,115.4996041776338
5/25/2023,116.76684067411533
5/26/2023,117.8752549342369
5/30/2023,119.108616964331
5/31/2023,120.13511826211386
6/1/2023,121.01483186011363
6/2/2023,122.26809434775976
6/5/2023,123.14300791166454
6/6/2023,123.58598968658966
6/7/2023,123.84951632433565
6/8/2023,123.6147524870983
6/9/2023,124.54504208300393
6/12/2023,125.14154998240629
6/13/2023,125.55522259208475
6/14/2023,125.8103016095825
6/15/2023,125.73284553067892
6/16/2023,125.90306145539103
6/20/2023,125.56103443260872
6/21/2023,126.2094899031131
6/22/2023,126.90393113185213
6/23/2023,127.62407724459565
6/26/2023,127.93958454659348
6/27/2023,128.13460065384018
6/28/2023,128.47971157417155
6/29/2023,128.9356514624342
6/30/2023,129.346662781741
7/3/2023,129.34533963639112
7/5/2023,129.1179424800944
7/6/2023,128.95332464970443
7/7/2023,128.80443496103166
7/10/2023,129.0009511818051
7/11/2023,129.8097836320902
7/12/2023,131.0041931291545
7/13/2023,132.0791528238416
7/14/2023,132.3705220975144
7/17/2023,132.68564534175172
7/18/2023,132.88422221051795
7/19/2023,132.790065274964
7/20/2023,132.34665563787232
7/21/2023,131.49682252055905
7/24/2023,130.46059023889924
7/25/2023,130.18734473288842
7/26/2023,129.89079358205777
7/27/2023,130.73812125897425
7/28/2023,131.20937692898676
7/31/2023,131.45638096166982
8/1/2023,130.7639798582718
8/2/2023,132.01995545815473
8/3/2023,133.96172037968273
8/4/2023,136.56927561601822
8/7/2023,137.35515874230927
8/8/2023,137.92435962300172
8/9/2023,138.04813266355487
8/10/2023,138.0162758381443
8/11/2023,138.28979468745015
8/14/2023,138.31570186485826
8/15/2023,137.88696406507546
8/16/2023,136.460410769564
8/17/2023,135.58051394991628
8/18/2023,135.0613151307593
8/21/2023,135.07037447503993
8/22/2023,135.28203325928592
8/23/2023,134.79728631084754
8/24/2023,134.63328134086223
8/25/2023,134.05710098516593
8/28/2023,134.2629442728126
8/29/2023,134.38722043314013
8/30/2023,135.35954394851976
8/31/2023,136.0432849424121
9/1/2023,136.55000988734534
9/5/2023,135.9838059630462
9/6/2023,135.94285046546727
9/7/2023,136.3311102193098
9/8/2023,137.69796244130387
9/11/2023,138.66532118768018
9/12/2023,140.17406664138232
9/13/2023,140.87622521172773
9/14/2023,141.32760217346504
9/15/2023,140.70798150442917
9/18/2023,140.10696748160368
9/19/2023,138.555425526583
9/20/2023,136.82839675210266
9/21/2023,134.65013229338157
9/22/2023,133.43732526201123
9/25/2023,131.69264205124924
9/26/2023,129.95001626777366
9/27/2023,128.84666393017235
9/28/2023,128.3348865415325
9/29/2023,128.4452601232464
10/2/2023,127.83780093249186
10/3/2023,127.57465709954512
10/4/2023,126.79795319254721
10/5/2023,126.55006920409737
10/6/2023,126.68711524936496
10/9/2023,127.46919177433493
10/10/2023,128.5727310379662
10/11/2023,129.60317284361102
10/12/2023,130.24751527598536
10/13/2023,130.4139026929271
10/16/2023,130.20743096875393
10/17/2023,130.28814148961106
10/18/2023,129.904913191882
10/19/2023,128.9417487750412
10/20/2023,128.25913357608906
10/23/2023,127.58596525716871
10/24/2023,126.53280726804981
10/25/2023,125.87465018355128
10/26/2023,126.09056961812831
10/27/2023,127.86133751162157
10/30/2023,129.37609421888354
10/31/2023,131.46133405810556
11/1/2023,133.3964622981018
11/2/2023,135.11898109584848
11/3/2023,136.37946340867597
11/6/2023,137.86248430043773
11/7/2023,139.15015613416037
11/8/2023,139.80701930721236
11/9/2023,140.2299454569684
11/10/2023,141.1211883163902
11/13/2023,142.54969218009515
11/14/2023,142.81180465890893
11/15/2023,142.89053743107885
11/16/2023,142.29050956752073
